epoch 0, test loss is 0.5122,  test sen is 0.0008, test spe is 0.0480, test F1 is 0.0016, test acc is 0.9046, test kappa is -0.0015, 
epoch 34, test loss is 0.2726,  test sen is 0.0096, test spe is 0.1501, test F1 is 0.0180, test acc is 0.9019, test kappa is 0.0068, 
epoch 35, test loss is 0.2379,  test sen is 0.8202, test spe is 0.4046, test F1 is 0.5419, test acc is 0.8698, test kappa is 0.4760, 
epoch 36, test loss is 0.2443,  test sen is 0.7978, test spe is 0.3618, test F1 is 0.4978, test acc is 0.8489, test kappa is 0.4233, 
epoch 37, test loss is 0.2403,  test sen is 0.8040, test spe is 0.3657, test F1 is 0.5027, test acc is 0.8507, test kappa is 0.4290, 
epoch 38, test loss is 0.2561,  test sen is 0.8440, test spe is 0.3482, test F1 is 0.4930, test acc is 0.8370, test kappa is 0.4153, 
epoch 39, test loss is 0.2501,  test sen is 0.8241, test spe is 0.3687, test F1 is 0.5095, test acc is 0.8510, test kappa is 0.4363, 
epoch 40, test loss is 0.2375,  test sen is 0.8300, test spe is 0.4025, test F1 is 0.5421, test acc is 0.8683, test kappa is 0.4758, 
epoch 41, test loss is 0.2312,  test sen is 0.8091, test spe is 0.3913, test F1 is 0.5275, test acc is 0.8639, test kappa is 0.4590, 
epoch 42, test loss is 0.2787,  test sen is 0.8754, test spe is 0.3250, test F1 is 0.4740, test acc is 0.8175, test kappa is 0.3905, 
epoch 43, test loss is 0.2465,  test sen is 0.8391, test spe is 0.4313, test F1 is 0.5698, test acc is 0.8810, test kappa is 0.5088, 
epoch 44, test loss is 0.2428,  test sen is 0.8221, test spe is 0.3550, test F1 is 0.4959, test acc is 0.8430, test kappa is 0.4197, 
epoch 45, test loss is 0.2449,  test sen is 0.8389, test spe is 0.3725, test F1 is 0.5159, test acc is 0.8522, test kappa is 0.4435, 
epoch 46, test loss is 0.2357,  test sen is 0.7960, test spe is 0.3910, test F1 is 0.5244, test acc is 0.8644, test kappa is 0.4559, 
epoch 47, test loss is 0.2670,  test sen is 0.8651, test spe is 0.3356, test F1 is 0.4836, test acc is 0.8265, test kappa is 0.4028, 
epoch 48, test loss is 0.5711,  test sen is 0.9690, test spe is 0.1746, test F1 is 0.2959, test acc is 0.5670, test kappa is 0.1627, 
epoch 49, test loss is 0.4290,  test sen is 0.8100, test spe is 0.3224, test F1 is 0.4612, test acc is 0.8223, test kappa is 0.3776, 
epoch 50, test loss is 0.3495,  test sen is 0.7971, test spe is 0.3177, test F1 is 0.4543, test acc is 0.8202, test kappa is 0.3696, 
epoch 51, test loss is 0.3695,  test sen is 0.8985, test spe is 0.2655, test F1 is 0.4099, test acc is 0.7571, test kappa is 0.3099, 
epoch 52, test loss is 0.3029,  test sen is 0.8040, test spe is 0.3215, test F1 is 0.4593, test acc is 0.8223, test kappa is 0.3756, 
epoch 53, test loss is 0.2775,  test sen is 0.7679, test spe is 0.3435, test F1 is 0.4746, test acc is 0.8404, test kappa is 0.3963, 
epoch 54, test loss is 0.3047,  test sen is 0.8440, test spe is 0.3048, test F1 is 0.4479, test acc is 0.8046, test kappa is 0.3595, 
epoch 55, test loss is 0.2936,  test sen is 0.8279, test spe is 0.3205, test F1 is 0.4622, test acc is 0.8190, test kappa is 0.3779, 
epoch 56, test loss is 0.3004,  test sen is 0.8484, test spe is 0.3119, test F1 is 0.4561, test acc is 0.8100, test kappa is 0.3696, 
epoch 57, test loss is 0.3173,  test sen is 0.8890, test spe is 0.2884, test F1 is 0.4355, test acc is 0.7836, test kappa is 0.3422, 
epoch 58, test loss is 0.3179,  test sen is 0.8779, test spe is 0.2965, test F1 is 0.4432, test acc is 0.7929, test kappa is 0.3523, 
epoch 59, test loss is 0.2707,  test sen is 0.8221, test spe is 0.3344, test F1 is 0.4755, test acc is 0.8297, test kappa is 0.3946, 
epoch 60, test loss is 0.3141,  test sen is 0.8971, test spe is 0.2848, test F1 is 0.4324, test acc is 0.7788, test kappa is 0.3380, 
epoch 61, test loss is 0.2891,  test sen is 0.8566, test spe is 0.3190, test F1 is 0.4649, test acc is 0.8148, test kappa is 0.3800, 
epoch 62, test loss is 0.3111,  test sen is 0.9031, test spe is 0.2846, test F1 is 0.4329, test acc is 0.7778, test kappa is 0.3384, 
epoch 63, test loss is 0.2994,  test sen is 0.8929, test spe is 0.2963, test F1 is 0.4449, test acc is 0.7908, test kappa is 0.3538, 
epoch 64, test loss is 0.3375,  test sen is 0.9174, test spe is 0.2576, test F1 is 0.4023, test acc is 0.7440, test kappa is 0.2996, 
epoch 65, test loss is 0.2643,  test sen is 0.8270, test spe is 0.3515, test F1 is 0.4933, test acc is 0.8405, test kappa is 0.4164, 
epoch 66, test loss is 0.3002,  test sen is 0.9002, test spe is 0.2971, test F1 is 0.4467, test acc is 0.7906, test kappa is 0.3557, 
epoch 67, test loss is 0.2958,  test sen is 0.8884, test spe is 0.3085, test F1 is 0.4580, test acc is 0.8025, test kappa is 0.3702, 
epoch 68, test loss is 0.2927,  test sen is 0.8846, test spe is 0.3036, test F1 is 0.4520, test acc is 0.7986, test kappa is 0.3630, 
epoch 69, test loss is 0.2654,  test sen is 0.8531, test spe is 0.3446, test F1 is 0.4909, test acc is 0.8339, test kappa is 0.4123, 
epoch 70, test loss is 0.2598,  test sen is 0.8559, test spe is 0.3322, test F1 is 0.4786, test acc is 0.8249, test kappa is 0.3970, 
epoch 71, test loss is 0.2617,  test sen is 0.8527, test spe is 0.3358, test F1 is 0.4818, test acc is 0.8278, test kappa is 0.4011, 
epoch 72, test loss is 0.2969,  test sen is 0.8986, test spe is 0.2981, test F1 is 0.4477, test acc is 0.7918, test kappa is 0.3571, 
epoch 73, test loss is 0.3045,  test sen is 0.9032, test spe is 0.2932, test F1 is 0.4427, test acc is 0.7864, test kappa is 0.3506, 
epoch 74, test loss is 0.2932,  test sen is 0.9050, test spe is 0.3042, test F1 is 0.4553, test acc is 0.7967, test kappa is 0.3662, 
epoch 75, test loss is 0.2840,  test sen is 0.8926, test spe is 0.3024, test F1 is 0.4517, test acc is 0.7965, test kappa is 0.3622, 
epoch 76, test loss is 0.2990,  test sen is 0.9158, test spe is 0.2846, test F1 is 0.4343, test acc is 0.7759, test kappa is 0.3397, 
epoch 77, test loss is 0.2760,  test sen is 0.8837, test spe is 0.3282, test F1 is 0.4786, test acc is 0.8192, test kappa is 0.3959, 
epoch 78, test loss is 0.3118,  test sen is 0.9177, test spe is 0.2769, test F1 is 0.4254, test acc is 0.7672, test kappa is 0.3285, 
epoch 79, test loss is 0.3278,  test sen is 0.9309, test spe is 0.2706, test F1 is 0.4193, test acc is 0.7578, test kappa is 0.3204, 
epoch 80, test loss is 0.2762,  test sen is 0.8798, test spe is 0.3285, test F1 is 0.4784, test acc is 0.8198, test kappa is 0.3957, 
epoch 81, test loss is 0.2854,  test sen is 0.8976, test spe is 0.2997, test F1 is 0.4494, test acc is 0.7935, test kappa is 0.3592, 
epoch 82, test loss is 0.3081,  test sen is 0.9219, test spe is 0.2788, test F1 is 0.4282, test acc is 0.7688, test kappa is 0.3318, 
epoch 83, test loss is 0.2846,  test sen is 0.9049, test spe is 0.3345, test F1 is 0.4885, test acc is 0.8220, test kappa is 0.4072, 
epoch 84, test loss is 0.3003,  test sen is 0.9133, test spe is 0.2950, test F1 is 0.4460, test acc is 0.7869, test kappa is 0.3543, 
epoch 85, test loss is 0.3015,  test sen is 0.9204, test spe is 0.2949, test F1 is 0.4466, test acc is 0.7858, test kappa is 0.3549, 
epoch 86, test loss is 0.2983,  test sen is 0.9205, test spe is 0.2977, test F1 is 0.4499, test acc is 0.7886, test kappa is 0.3589, 
epoch 87, test loss is 0.2928,  test sen is 0.9065, test spe is 0.3049, test F1 is 0.4563, test acc is 0.7972, test kappa is 0.3674, 
epoch 88, test loss is 0.2872,  test sen is 0.9068, test spe is 0.2981, test F1 is 0.4487, test acc is 0.7908, test kappa is 0.3580, 
epoch 89, test loss is 0.2929,  test sen is 0.9200, test spe is 0.2887, test F1 is 0.4395, test acc is 0.7796, test kappa is 0.3460, 
epoch 90, test loss is 0.2753,  test sen is 0.8887, test spe is 0.3248, test F1 is 0.4757, test acc is 0.8161, test kappa is 0.3921, 
epoch 91, test loss is 0.2523,  test sen is 0.8842, test spe is 0.3651, test F1 is 0.5168, test acc is 0.8447, test kappa is 0.4427, 
epoch 92, test loss is 0.2846,  test sen is 0.9006, test spe is 0.2904, test F1 is 0.4391, test acc is 0.7840, test kappa is 0.3463, 
epoch 93, test loss is 0.2760,  test sen is 0.8931, test spe is 0.3309, test F1 is 0.4829, test acc is 0.8204, test kappa is 0.4008, 
epoch 94, test loss is 0.2897,  test sen is 0.9122, test spe is 0.3002, test F1 is 0.4518, test acc is 0.7921, test kappa is 0.3616, 
epoch 95, test loss is 0.3147,  test sen is 0.9257, test spe is 0.2936, test F1 is 0.4458, test acc is 0.7839, test kappa is 0.3537, 
epoch 96, test loss is 0.3236,  test sen is 0.9415, test spe is 0.2751, test F1 is 0.4258, test acc is 0.7616, test kappa is 0.3282, 
epoch 97, test loss is 0.2889,  test sen is 0.9042, test spe is 0.3022, test F1 is 0.4530, test acc is 0.7949, test kappa is 0.3633, 
epoch 98, test loss is 0.3031,  test sen is 0.9091, test spe is 0.2732, test F1 is 0.4202, test acc is 0.7644, test kappa is 0.3223, 
epoch 99, test loss is 0.2562,  test sen is 0.8866, test spe is 0.3225, test F1 is 0.4730, test acc is 0.8145, test kappa is 0.3888, 
epoch 100, test loss is 0.2352,  test sen is 0.8583, test spe is 0.3831, test F1 is 0.5297, test acc is 0.8569, test kappa is 0.4595, 
epoch 101, test loss is 0.2716,  test sen is 0.8836, test spe is 0.3019, test F1 is 0.4501, test acc is 0.7972, test kappa is 0.3605, 
epoch 102, test loss is 0.2614,  test sen is 0.8826, test spe is 0.3358, test F1 is 0.4865, test acc is 0.8251, test kappa is 0.4057, 
epoch 103, test loss is 0.2433,  test sen is 0.8754, test spe is 0.3527, test F1 is 0.5028, test acc is 0.8374, test kappa is 0.4259, 
epoch 104, test loss is 0.2802,  test sen is 0.9263, test spe is 0.3144, test F1 is 0.4695, test acc is 0.8034, test kappa is 0.3830, 
epoch 105, test loss is 0.2762,  test sen is 0.9126, test spe is 0.3154, test F1 is 0.4688, test acc is 0.8058, test kappa is 0.3827, 
epoch 106, test loss is 0.2623,  test sen is 0.8967, test spe is 0.3330, test F1 is 0.4856, test acc is 0.8216, test kappa is 0.4040, 
epoch 107, test loss is 0.2588,  test sen is 0.8888, test spe is 0.3406, test F1 is 0.4924, test acc is 0.8280, test kappa is 0.4127, 
epoch 108, test loss is 0.2564,  test sen is 0.8879, test spe is 0.3416, test F1 is 0.4933, test acc is 0.8287, test kappa is 0.4138, 
epoch 109, test loss is 0.2419,  test sen is 0.8778, test spe is 0.3542, test F1 is 0.5047, test acc is 0.8382, test kappa is 0.4282, 
epoch 110, test loss is 0.2572,  test sen is 0.8896, test spe is 0.3234, test F1 is 0.4743, test acc is 0.8148, test kappa is 0.3903, 
epoch 111, test loss is 0.2505,  test sen is 0.8873, test spe is 0.3275, test F1 is 0.4784, test acc is 0.8183, test kappa is 0.3954, 
epoch 112, test loss is 0.2588,  test sen is 0.9025, test spe is 0.3276, test F1 is 0.4807, test acc is 0.8169, test kappa is 0.3977, 
epoch 113, test loss is 0.2746,  test sen is 0.8999, test spe is 0.3114, test F1 is 0.4627, test acc is 0.8037, test kappa is 0.3755, 
epoch 114, test loss is 0.2502,  test sen is 0.9100, test spe is 0.3477, test F1 is 0.5032, test acc is 0.8313, test kappa is 0.4251, 
epoch 115, test loss is 0.2773,  test sen is 0.9299, test spe is 0.2989, test F1 is 0.4524, test acc is 0.7886, test kappa is 0.3617, 
epoch 116, test loss is 0.2610,  test sen is 0.9194, test spe is 0.3184, test F1 is 0.4730, test acc is 0.8076, test kappa is 0.3875, 
epoch 117, test loss is 0.2605,  test sen is 0.9174, test spe is 0.3367, test F1 is 0.4926, test acc is 0.8225, test kappa is 0.4117, 
epoch 118, test loss is 0.2657,  test sen is 0.9167, test spe is 0.3186, test F1 is 0.4729, test acc is 0.8081, test kappa is 0.3875, 
epoch 119, test loss is 0.2528,  test sen is 0.8869, test spe is 0.3380, test F1 is 0.4895, test acc is 0.8262, test kappa is 0.4091, 
epoch 120, test loss is 0.2545,  test sen is 0.9168, test spe is 0.3393, test F1 is 0.4953, test acc is 0.8246, test kappa is 0.4152, 
epoch 121, test loss is 0.2675,  test sen is 0.9043, test spe is 0.3322, test F1 is 0.4859, test acc is 0.8203, test kappa is 0.4041, 
epoch 122, test loss is 0.2479,  test sen is 0.8944, test spe is 0.3426, test F1 is 0.4954, test acc is 0.8289, test kappa is 0.4161, 
epoch 123, test loss is 0.2296,  test sen is 0.8684, test spe is 0.3731, test F1 is 0.5219, test acc is 0.8506, test kappa is 0.4496, 
epoch 124, test loss is 0.2404,  test sen is 0.8887, test spe is 0.3507, test F1 is 0.5030, test acc is 0.8351, test kappa is 0.4256, 
epoch 125, test loss is 0.2331,  test sen is 0.8732, test spe is 0.3653, test F1 is 0.5151, test acc is 0.8456, test kappa is 0.4411, 
epoch 126, test loss is 0.2187,  test sen is 0.8677, test spe is 0.3842, test F1 is 0.5326, test acc is 0.8570, test kappa is 0.4626, 
epoch 127, test loss is 0.2156,  test sen is 0.8626, test spe is 0.4000, test F1 is 0.5465, test acc is 0.8656, test kappa is 0.4798, 
epoch 128, test loss is 0.2342,  test sen is 0.8779, test spe is 0.3684, test F1 is 0.5190, test acc is 0.8472, test kappa is 0.4456, 
epoch 129, test loss is 0.2313,  test sen is 0.8803, test spe is 0.3807, test F1 is 0.5316, test acc is 0.8543, test kappa is 0.4609, 
epoch 130, test loss is 0.2407,  test sen is 0.9030, test spe is 0.3429, test F1 is 0.4971, test acc is 0.8284, test kappa is 0.4179, 
epoch 131, test loss is 0.2380,  test sen is 0.8884, test spe is 0.3459, test F1 is 0.4979, test acc is 0.8317, test kappa is 0.4194, 
epoch 132, test loss is 0.2660,  test sen is 0.9084, test spe is 0.3006, test F1 is 0.4518, test acc is 0.7930, test kappa is 0.3617, 
epoch 133, test loss is 0.2515,  test sen is 0.9175, test spe is 0.3289, test F1 is 0.4842, test acc is 0.8165, test kappa is 0.4015, 
epoch 134, test loss is 0.2723,  test sen is 0.9120, test spe is 0.3143, test F1 is 0.4675, test acc is 0.8049, test kappa is 0.3811, 
epoch 135, test loss is 0.2321,  test sen is 0.8855, test spe is 0.3670, test F1 is 0.5189, test acc is 0.8458, test kappa is 0.4453, 
epoch 136, test loss is 0.2113,  test sen is 0.8623, test spe is 0.4186, test F1 is 0.5636, test acc is 0.8746, test kappa is 0.5005, 
epoch 137, test loss is 0.2269,  test sen is 0.8629, test spe is 0.3600, test F1 is 0.5081, test acc is 0.8431, test kappa is 0.4329, 
epoch 138, test loss is 0.2266,  test sen is 0.8939, test spe is 0.3803, test F1 is 0.5336, test acc is 0.8532, test kappa is 0.4628, 
epoch 139, test loss is 0.2313,  test sen is 0.8894, test spe is 0.3693, test F1 is 0.5219, test acc is 0.8470, test kappa is 0.4487, 
epoch 140, test loss is 0.2307,  test sen is 0.8791, test spe is 0.3700, test F1 is 0.5208, test acc is 0.8481, test kappa is 0.4478, 
epoch 141, test loss is 0.2199,  test sen is 0.8662, test spe is 0.3823, test F1 is 0.5305, test acc is 0.8560, test kappa is 0.4601, 
epoch 142, test loss is 0.2368,  test sen is 0.9082, test spe is 0.3485, test F1 is 0.5037, test acc is 0.8320, test kappa is 0.4258, 
epoch 143, test loss is 0.2189,  test sen is 0.8825, test spe is 0.3881, test F1 is 0.5391, test acc is 0.8583, test kappa is 0.4699, 
epoch 144, test loss is 0.2268,  test sen is 0.8858, test spe is 0.3708, test F1 is 0.5228, test acc is 0.8481, test kappa is 0.4499, 
epoch 145, test loss is 0.2223,  test sen is 0.8933, test spe is 0.3839, test F1 is 0.5371, test acc is 0.8554, test kappa is 0.4671, 
epoch 146, test loss is 0.2120,  test sen is 0.8603, test spe is 0.4004, test F1 is 0.5464, test acc is 0.8659, test kappa is 0.4798, 
epoch 147, test loss is 0.2098,  test sen is 0.8410, test spe is 0.4224, test F1 is 0.5624, test acc is 0.8771, test kappa is 0.4999, 
epoch 148, test loss is 0.1979,  test sen is 0.8091, test spe is 0.4513, test F1 is 0.5794, test acc is 0.8897, test kappa is 0.5218, 
epoch 149, test loss is 0.2114,  test sen is 0.8599, test spe is 0.4106, test F1 is 0.5558, test acc is 0.8709, test kappa is 0.4911, 
epoch 150, test loss is 0.2320,  test sen is 0.8713, test spe is 0.3598, test F1 is 0.5093, test acc is 0.8423, test kappa is 0.4340, 
epoch 151, test loss is 0.2043,  test sen is 0.8500, test spe is 0.4243, test F1 is 0.5660, test acc is 0.8776, test kappa is 0.5039, 
epoch 152, test loss is 0.2115,  test sen is 0.8756, test spe is 0.4001, test F1 is 0.5492, test acc is 0.8650, test kappa is 0.4825, 
epoch 153, test loss is 0.1980,  test sen is 0.8489, test spe is 0.4311, test F1 is 0.5718, test acc is 0.8806, test kappa is 0.5109, 
epoch 154, test loss is 0.2196,  test sen is 0.8691, test spe is 0.3885, test F1 is 0.5369, test acc is 0.8592, test kappa is 0.4679, 
epoch 155, test loss is 0.1847,  test sen is 0.8270, test spe is 0.4685, test F1 is 0.5982, test acc is 0.8957, test kappa is 0.5434, 
epoch 156, test loss is 0.2046,  test sen is 0.8552, test spe is 0.4114, test F1 is 0.5555, test acc is 0.8715, test kappa is 0.4910, 
epoch 157, test loss is 0.2108,  test sen is 0.8605, test spe is 0.4037, test F1 is 0.5496, test acc is 0.8676, test kappa is 0.4836, 
epoch 158, test loss is 0.1996,  test sen is 0.8454, test spe is 0.4420, test F1 is 0.5805, test acc is 0.8853, test kappa is 0.5215, 
epoch 159, test loss is 0.1899,  test sen is 0.8308, test spe is 0.4458, test F1 is 0.5802, test acc is 0.8871, test kappa is 0.5218, 
epoch 160, test loss is 0.1962,  test sen is 0.8399, test spe is 0.4456, test F1 is 0.5823, test acc is 0.8868, test kappa is 0.5238, 
epoch 161, test loss is 0.1934,  test sen is 0.8206, test spe is 0.4584, test F1 is 0.5882, test acc is 0.8921, test kappa is 0.5318, 
epoch 162, test loss is 0.2002,  test sen is 0.8295, test spe is 0.4457, test F1 is 0.5798, test acc is 0.8871, test kappa is 0.5214, 
epoch 163, test loss is 0.2118,  test sen is 0.8546, test spe is 0.3958, test F1 is 0.5410, test acc is 0.8638, test kappa is 0.4734, 
epoch 164, test loss is 0.2107,  test sen is 0.8378, test spe is 0.3977, test F1 is 0.5394, test acc is 0.8656, test kappa is 0.4722, 
epoch 165, test loss is 0.2039,  test sen is 0.8683, test spe is 0.4141, test F1 is 0.5608, test acc is 0.8723, test kappa is 0.4968, 
epoch 166, test loss is 0.2125,  test sen is 0.8636, test spe is 0.3993, test F1 is 0.5461, test acc is 0.8652, test kappa is 0.4793, 
epoch 167, test loss is 0.2027,  test sen is 0.8583, test spe is 0.4340, test F1 is 0.5765, test acc is 0.8816, test kappa is 0.5161, 
epoch 168, test loss is 0.2199,  test sen is 0.8581, test spe is 0.3747, test F1 is 0.5216, test acc is 0.8522, test kappa is 0.4497, 
epoch 169, test loss is 0.2169,  test sen is 0.8616, test spe is 0.3811, test F1 is 0.5285, test acc is 0.8556, test kappa is 0.4579, 
epoch 170, test loss is 0.2035,  test sen is 0.8408, test spe is 0.4213, test F1 is 0.5613, test acc is 0.8766, test kappa is 0.4986, 
epoch 171, test loss is 0.2190,  test sen is 0.8716, test spe is 0.3871, test F1 is 0.5361, test acc is 0.8584, test kappa is 0.4668, 
epoch 172, test loss is 0.2161,  test sen is 0.8712, test spe is 0.4067, test F1 is 0.5545, test acc is 0.8685, test kappa is 0.4891, 
epoch 173, test loss is 0.2152,  test sen is 0.8682, test spe is 0.3954, test F1 is 0.5433, test acc is 0.8630, test kappa is 0.4757, 
epoch 174, test loss is 0.2169,  test sen is 0.8725, test spe is 0.4059, test F1 is 0.5540, test acc is 0.8681, test kappa is 0.4885, 
epoch 175, test loss is 0.2322,  test sen is 0.8772, test spe is 0.3626, test F1 is 0.5131, test acc is 0.8437, test kappa is 0.4385, 
epoch 176, test loss is 0.2258,  test sen is 0.8733, test spe is 0.3825, test F1 is 0.5320, test acc is 0.8557, test kappa is 0.4617, 
epoch 177, test loss is 0.2353,  test sen is 0.8943, test spe is 0.3554, test F1 is 0.5086, test acc is 0.8377, test kappa is 0.4323, 
epoch 178, test loss is 0.2483,  test sen is 0.8945, test spe is 0.3270, test F1 is 0.4789, test acc is 0.8172, test kappa is 0.3959, 
epoch 179, test loss is 0.2188,  test sen is 0.8809, test spe is 0.3892, test F1 is 0.5399, test acc is 0.8590, test kappa is 0.4709, 
epoch 180, test loss is 0.2385,  test sen is 0.8250, test spe is 0.4416, test F1 is 0.5753, test acc is 0.8856, test kappa is 0.5161, 
epoch 181, test loss is 0.2353,  test sen is 0.8278, test spe is 0.3638, test F1 is 0.5055, test acc is 0.8479, test kappa is 0.4313, 
epoch 182, test loss is 0.2118,  test sen is 0.8352, test spe is 0.4137, test F1 is 0.5533, test acc is 0.8734, test kappa is 0.4892, 
epoch 183, test loss is 0.2402,  test sen is 0.8858, test spe is 0.3526, test F1 is 0.5044, test acc is 0.8366, test kappa is 0.4275, 
epoch 184, test loss is 0.2120,  test sen is 0.7937, test spe is 0.4020, test F1 is 0.5337, test acc is 0.8698, test kappa is 0.4673, 
epoch 185, test loss is 0.2234,  test sen is 0.8565, test spe is 0.3977, test F1 is 0.5432, test acc is 0.8647, test kappa is 0.4760, 
epoch 186, test loss is 0.2234,  test sen is 0.8721, test spe is 0.3816, test F1 is 0.5309, test acc is 0.8553, test kappa is 0.4604, 
epoch 187, test loss is 0.2112,  test sen is 0.8514, test spe is 0.3991, test F1 is 0.5435, test acc is 0.8657, test kappa is 0.4765, 
epoch 188, test loss is 0.2334,  test sen is 0.8985, test spe is 0.3540, test F1 is 0.5079, test acc is 0.8365, test kappa is 0.4313, 
epoch 189, test loss is 0.2017,  test sen is 0.8374, test spe is 0.4181, test F1 is 0.5578, test acc is 0.8753, test kappa is 0.4944, 
epoch 190, test loss is 0.2111,  test sen is 0.8544, test spe is 0.3956, test F1 is 0.5408, test acc is 0.8638, test kappa is 0.4732, 
epoch 191, test loss is 0.2163,  test sen is 0.8725, test spe is 0.3923, test F1 is 0.5412, test acc is 0.8611, test kappa is 0.4730, 
epoch 192, test loss is 0.2233,  test sen is 0.8932, test spe is 0.3721, test F1 is 0.5254, test acc is 0.8485, test kappa is 0.4528, 
epoch 193, test loss is 0.2362,  test sen is 0.9091, test spe is 0.3433, test F1 is 0.4983, test acc is 0.8281, test kappa is 0.4192, 
epoch 194, test loss is 0.2500,  test sen is 0.9000, test spe is 0.3262, test F1 is 0.4789, test acc is 0.8161, test kappa is 0.3955, 
epoch 195, test loss is 0.2526,  test sen is 0.9197, test spe is 0.3216, test F1 is 0.4766, test acc is 0.8103, test kappa is 0.3920, 
